Data,Quantidade,CanalPrimario,CanalSecundario,Total,Media
2025-10-12,155496171,155321768.0,174403.0,18253452.01,117.39
2022-07-05,67269426,,,41389932.09,615.29
2020-11-28,1934940,,,789826.32,408.19
2023-12-07,161605959,161277914.0,328045.0,69930836.86,432.72
2021-11-28,19501839,,,3137366.76,160.88
2024-04-06,171416415,171277336.0,139079.0,29721734.99,173.39
2023-06-20,106400820,,,55266248.89,519.42
2025-07-05,231779645,231400161.0,379484.0,42017149.4,181.28
2024-01-28,86750494,86708445.0,42049.0,9204713.68,106.11
2023-10-31,127300335,126978106.0,322229.0,66392339.51,521.54
2021-05-11,19568660,,,13221187.02,675.63
2020-11-12,288401,,,118321.97,410.27
2025-04-18,149954001,149814914.0,139087.0,22601383.87,150.72
2024-03-02,143437489,143337178.0,100311.0,23722153.37,165.38
2023-10-04,121225688,,,52684714.25,434.6
2025-03-02,136064361,135956089.0,108272.0,16911161.52,124.29
2023-01-28,68998805,,,11932537.25,172.94
2022-10-22,64492833,,,11009879.72,170.71
2023-06-01,104980058,,,50753177.63,483.46
2021-01-21,6612862,,,5486086.84,829.61
2025-01-20,182099437,181228508.0,870929.0,117358207.37,644.47
2023-02-07,96251626,,,46427745.12,482.36
2022-03-18,51865739,,,27878721.4,537.52
2024-06-14,167374933,167088177.0,286756.0,74841293.38,447.15
2024-04-12,151517342,151295948.0,221394.0,66269822.64,437.37
2023-03-08,94105213,,,41315943.7,439.04
2025-08-26,185434317,185170667.0,263650.0,89384934.4,482.03
2023-08-05,122324225,,,22858563.35,186.87
2021-11-19,41473269,,,24595754.4,593.05
2024-05-07,190262551,189917057.0,345494.0,88270683.23,463.94
2023-02-08,89166072,,,39572611.28,443.81
2023-01-11,76315113,,,35994422.97,471.66
2025-03-24,167911312,167599505.0,311807.0,90095802.59,536.57
2021-03-15,12834733,,,11093474.33,864.33
2020-12-16,4678531,,,4263257.15,911.24
2025-10-07,252460339,251875807.0,584532.0,123430908.72,488.91
2023-11-02,97055172,96965820.0,89352.0,17317673.64,178.43
2023-06-19,90306458,,,46675144.14,516.85
2021-10-20,37664131,,,23636028.95,627.55
2020-11-07,11089,,,2333.89,210.47
2024-11-21,175533788,175050023.0,483765.0,105521280.09,601.15
2024-01-26,132614157,132432235.0,181922.0,56585185.29,426.69
2024-03-31,95461311,95396799.0,64512.0,11023401.93,115.48
2022-05-10,60736332,,,37737823.64,621.34
2020-11-19,1638797,,,1710098.64,1043.51
2023-04-18,84950555,,,39944074.65,470.2
2023-08-29,96842585,,,43417689.2,448.33
2020-11-30,3500313,,,4265689.59,1218.66
2025-07-09,195999002,195238919.0,760083.0,75286681.06,384.12
2024-10-18,186393373,185821153.0,572220.0,93697205.74,502.69
2022-05-26,49619586,,,24655373.34,496.89
2025-08-03,152895930,152762803.0,133127.0,19108166.81,124.97
2023-03-31,102028916,,,54473161.87,533.9
2024-04-25,142673946,142453106.0,220840.0,64245450.55,450.3
2023-04-13,82593434,,,39706202.95,480.74
2021-10-16,28117016,,,6027984.07,214.39
2022-02-12,37240482,,,7130228.55,191.46
2021-04-10,12004964,,,3572581.99,297.59
2022-07-15,67807069,,,40306463.09,594.43
2022-02-23,41822924,,,21556334.02,515.42
2025-08-11,209735691,209135430.0,600261.0,133790430.74,637.9
2023-10-07,133551445,,,23324358.01,174.65
2022-04-09,48823496,,,9926734.39,203.32
2021-04-06,15877274,,,12200330.26,768.41
2021-12-02,43089997,,,22748341.48,527.93
2024-09-24,154532292,154308951.0,223341.0,66622143.97,431.12
2025-01-09,182272902,181992277.0,280625.0,78048602.58,428.2
2023-11-27,116538540,116377796.0,160744.0,63096342.35,541.42
2022-08-18,57712915,,,28720821.86,497.65
2023-10-05,135152743,,,67622940.03,500.34
2022-05-21,49634665,,,9280396.08,186.97
2025-07-03,199497676,199101229.0,396447.0,97250630.83,487.48
2022-01-20,42687488,,,25565498.01,598.9
2023-07-01,102016820,,,19115288.79,187.37
2024-09-15,118417098,118257931.0,159167.0,14179934.21,119.75
2025-02-17,172299108,171857060.0,442048.0,99516217.6,577.58
2022-03-15,51091493,,,30958218.49,605.94
2022-12-04,49790888,,,7539464.93,151.42
2025-04-03,193883789,193526567.0,357222.0,86893866.52,448.17
2025-04-22,185559762,185084557.0,475205.0,121898550.94,656.92
2022-05-08,33512094,,,5670880.95,169.22
2024-06-20,176031257,175161649.0,869608.0,96126579.55,546.08
2025-10-16,201424617,201011915.0,412702.0,95048367.7,471.88
2023-10-29,77983193,77935023.0,48170.0,8630338.02,110.67
2025-09-15,208420446,207750716.0,669730.0,134237802.7,644.07
2022-06-25,48371249,,,8419020.53,174.05
2025-10-10,248030449,247026571.0,1003878.0,136724386.13,551.24
2024-11-27,168154485,167346458.0,808027.0,80706845.21,479.96
2025-04-01,200555594,199999927.0,555667.0,105547506.22,526.28
2021-05-14,20487133,,,13857734.08,676.41
2024-01-02,119331741,119062234.0,269507.0,74172474.96,621.57
2022-08-29,53691061,,,35086388.0,653.49
2022-04-20,59724436,,,36801207.2,616.18
2025-05-07,245999585,244927534.0,1072051.0,116712955.97,474.44
2025-08-01,238058251,237288478.0,769773.0,122867978.06,516.13
2025-07-07,223983347,223401082.0,582265.0,128816004.18,575.11
2023-09-30,116809866,,,20350192.8,174.22
2022-03-14,44281953,,,29190741.73,659.2
2024-02-23,140374856,140196157.0,178699.0,57142927.59,407.07
2022-11-13,43852791,,,5817349.32,132.66
2021-06-11,24780555,,,14999058.31,605.28
2024-03-25,132915848,132703412.0,212436.0,73967678.39,556.5
2022-05-23,49965045,,,30098739.51,602.4
2025-01-10,197943239,197304895.0,638344.0,104441029.41,527.63
2022-06-29,51988335,,,28463260.75,547.49
2023-12-16,137554836,137422727.0,132109.0,22494600.37,163.53
2021-07-12,26942414,,,21604780.9,801.89
2022-10-11,76396263,,,39042802.21,511.06
2024-03-01,168090502,167686383.0,404119.0,80042600.68,476.19
2022-09-04,39010488,,,5857302.45,150.15
2021-05-03,18598298,,,16202375.74,871.18
2023-02-10,95375606,,,52436073.86,549.78
2025-03-19,172816270,172111315.0,704955.0,76966828.85,445.37
2022-04-11,55939866,,,39594112.41,707.8
2022-11-16,72479209,,,44131522.52,608.89
2023-09-25,103398937,,,57482112.95,555.93
2021-03-01,11347173,,,11304643.46,996.25
2024-09-25,158533320,157657186.0,876134.0,76158652.21,480.4
2020-12-31,4109712,,,2182091.47,530.96
2020-12-11,4270741,,,4170689.95,976.57
2023-05-13,91481108,,,15590295.04,170.42
2021-11-08,42464500,,,27452737.29,646.49
2021-09-21,30428774,,,18714939.17,615.04
2020-11-09,88184,,,37004.03,419.62
2023-11-13,122087649,121913173.0,174476.0,63645969.39,521.31
2024-02-24,129638836,129576822.0,62014.0,18555900.95,143.14
2024-11-18,165673062,165266547.0,406515.0,112181364.33,677.12
2021-05-09,9273297,,,2233845.91,240.89
2022-06-04,54896072,,,11425015.5,208.12
2022-06-01,62959489,,,35770812.08,568.16
2025-07-28,172352356,171962892.0,389464.0,102265212.3,593.35
2025-02-18,166347792,166117293.0,230499.0,75317879.38,452.77
2021-02-05,13185267,,,11395309.48,864.25
2021-04-28,14378972,,,10810542.7,751.83
2023-07-15,98209462,,,16243552.03,165.4
2021-12-31,33736977,,,9240234.93,273.89
2021-01-27,6224330,,,5538994.24,889.89
2021-12-23,47305144,,,27861677.71,588.98
2024-02-01,145146001,144826383.0,319618.0,66348352.61,457.11
2025-06-11,196583945,195797004.0,786941.0,89935366.43,457.49
2021-12-03,47360791,,,26626927.02,562.21
2022-09-11,40968458,,,6119811.23,149.38
2025-06-03,196973637,196583308.0,390329.0,92558580.09,469.9
2023-03-12,53230070,,,8072852.15,151.66
2023-06-17,90730937,,,14770563.07,162.8
2022-12-13,77293802,,,38976611.91,504.27
2021-11-21,20136664,,,3148873.08,156.38
2023-09-21,116233434,,,45447407.71,391.0
2021-06-06,11709225,,,2489314.28,212.59
2023-09-02,112403068,,,19051925.9,169.5
2025-03-13,175904990,175651115.0,253875.0,76605043.88,435.49
2021-08-13,29929034,,,18223563.68,608.89
2025-04-23,177374156,176707276.0,666880.0,85880899.54,484.18
2023-10-11,129022401,,,59061007.89,457.76
2025-05-27,175886277,175639647.0,246630.0,82367175.64,468.3
2023-12-08,155364013,155093214.0,270799.0,62614232.61,403.02
2021-04-01,16559387,,,13531711.42,817.16
2021-11-27,30716979,,,6138643.11,199.85
2022-07-27,54124330,,,28042983.97,518.12
2024-10-20,121437031,121278932.0,158099.0,14717379.88,121.19
2022-12-14,79465954,,,38415200.72,483.42
2025-02-09,142450109,142340668.0,109441.0,18606353.85,130.62
2022-08-09,67094913,,,34284272.23,510.98
2024-01-23,121817651,121707814.0,109837.0,51114912.29,419.6
2021-04-29,14668577,,,11737484.02,800.18
2024-07-12,162035803,161817699.0,218104.0,72380714.36,446.7
2023-06-24,86604033,,,13329992.05,153.92
2021-02-27,7337695,,,2305342.58,314.18
2024-03-03,102305852,102244862.0,60990.0,12681755.81,123.96
2023-07-23,66797881,,,7253702.63,108.59
2020-12-07,4019110,,,4527911.05,1126.6
2025-12-12,236377635,235649441.0,728194.0,122989198.12,520.31
2024-06-09,123554195,123461848.0,92347.0,16070676.29,130.07
2022-08-12,68888675,,,34585991.12,502.06
2025-12-19,296018475,294276759.0,1741716.0,193473609.41,653.59
2025-12-24,231725921,230995491.0,730430.0,73155008.74,315.7
2025-05-02,214624302,214049410.0,574892.0,113875404.53,530.58
2022-04-21,36659748,,,7707944.58,210.26
2021-03-25,11419576,,,9217657.03,807.18
2021-10-25,32143659,,,23435445.8,729.08
2025-03-14,198953868,198547485.0,406383.0,94530699.31,475.14
2023-09-23,106793364,,,15696815.12,146.98
2023-12-04,135044649,134811329.0,233320.0,69902889.26,517.63
2023-05-16,87532226,,,41731109.01,476.75
2023-01-30,71570940,,,45949149.94,642.01
2021-04-30,20834105,,,18946885.44,909.42
2021-02-26,11897931,,,11097480.2,932.72
2021-04-11,7044510,,,1753070.83,248.86
2022-11-26,67178990,,,12147108.82,180.82
2024-12-04,187956386,187157274.0,799112.0,89346865.6,475.36
2021-08-12,26284328,,,15657105.68,595.68
2024-06-06,199387214,198941558.0,445656.0,88618910.08,444.46
2021-10-19,30354077,,,18611920.29,613.16
2021-03-07,5683600,,,1606468.54,282.65
2023-08-08,120118422,,,52738828.38,439.06
2023-07-04,103189169,,,49736620.79,481.99
2020-11-13,675142,,,334582.87,495.57
2025-08-25,189089868,188662667.0,427201.0,117544078.75,621.63
2024-01-17,122257486,121858625.0,398861.0,51088260.92,417.87
2023-01-31,83028583,,,47485913.11,571.92
2024-12-21,213637544,213470679.0,166865.0,37485289.01,175.46
2025-06-01,151194307,150934693.0,259614.0,20714879.11,137.01
2024-07-07,128464479,128369359.0,95120.0,16624183.79,129.41
2020-11-06,57936,,,21133.81,364.78
2024-10-14,149863049,149610010.0,253039.0,78459144.76,523.54
2024-04-08,157318279,157053721.0,264558.0,80012289.3,508.6
2024-04-14,103924246,103861563.0,62683.0,12078624.54,116.23
2024-10-25,176126658,175611198.0,515460.0,85223585.28,483.88
2022-05-25,53159243,,,31333944.31,589.44
2025-12-16,225891946,225277347.0,614599.0,118711235.38,525.52
2023-03-22,80493349,,,35225562.98,437.62
2022-07-28,54861200,,,29231568.47,532.83
2020-12-15,4925857,,,5347981.72,1085.7
2022-07-10,38764059,,,6551573.11,169.01
2025-12-15,234980186,234023224.0,956962.0,166340548.41,707.89
2024-05-05,113085201,112927861.0,157340.0,14583581.19,128.96
2025-11-12,205978753,205431472.0,547281.0,97387052.71,472.8
2023-03-14,77654777,,,38154228.93,491.33
2022-02-14,41293592,,,26243590.83,635.54
2024-04-04,150057346,149823380.0,233966.0,66120213.65,440.63
2023-09-11,125146395,,,73383748.27,586.38
2021-11-02,22959513,,,5438702.97,236.88
2023-08-24,101390735,,,40739854.0,401.81
2025-08-10,155819376,155435664.0,383712.0,21350350.64,137.02
2021-08-27,28170541,,,17366603.99,616.48
2024-08-18,113718816,113658757.0,60059.0,12350815.14,108.61
2022-12-17,75195106,,,14225146.49,189.18
2025-05-25,138506583,138398709.0,107874.0,15471355.86,111.7
2022-06-23,54265561,,,26024567.06,479.58
2021-03-24,10769070,,,8077549.13,750.07
2021-12-06,49646931,,,33260774.15,669.95
2022-10-19,68378275,,,32197411.56,470.87
2025-03-23,132189395,132126548.0,62847.0,14529813.6,109.92
2020-11-14,247320,,,75222.74,304.15
2024-05-04,154909986,154803348.0,106638.0,25680026.19,165.77
2023-10-09,130726924,,,64531095.45,493.63
2024-02-25,92985040,92922464.0,62576.0,10070399.97,108.3
2024-11-24,121410359,121297821.0,112538.0,13970566.92,115.07
2023-12-05,147133048,146769056.0,363992.0,74416485.7,505.78
2024-01-20,132613169,132482337.0,130832.0,20562268.87,155.05
2025-06-21,193945475,193818116.0,127359.0,28164649.03,145.22
2023-11-04,117859842,117791192.0,68650.0,19581293.49,166.14
2024-11-28,174117402,173778615.0,338787.0,83315008.64,478.5
2021-04-03,9062830,,,2301887.93,253.99
2021-03-02,11102218,,,9114573.84,820.97
2021-05-28,22625371,,,15474907.49,683.96
2025-01-12,121863613,121786276.0,77337.0,13972253.77,114.65
2022-03-17,44708969,,,23143092.42,517.64
2022-03-08,54046554,,,28951894.46,535.68
2021-12-27,35535064,,,23374916.66,657.8
2023-08-31,120693552,,,61716280.05,511.35
2023-08-23,104037580,,,40823849.05,392.4
2022-10-07,93568655,,,46914848.17,501.39
2021-02-09,10180755,,,7641001.12,750.53
2023-08-25,114036724,,,53199446.1,466.51
2023-10-26,111327042,,,45821852.75,411.6
2021-10-03,18201441,,,3294638.15,181.01
2024-03-26,132824294,132683565.0,140729.0,60018146.28,451.86
2021-07-09,27046393,,,13929115.22,515.01
2025-10-11,214198223,213960814.0,237409.0,33149109.59,154.76
2022-07-30,56358618,,,10996114.56,195.11
2023-05-10,105414152,,,54480742.58,516.83
2022-04-22,49540184,,,26536502.48,535.66
2020-12-12,3137715,,,1063724.77,339.01
2022-11-10,81973050,,,44876475.34,547.45
2025-10-06,255109086,254312870.0,796216.0,158559004.13,621.53
2023-10-27,124772611,,,53534417.35,429.06
2025-01-14,153820115,153624323.0,195792.0,70577797.59,458.83
2025-07-29,176095967,175778050.0,317917.0,85684556.21,486.58
2022-02-15,47235102,,,29541821.05,625.42
2021-11-01,36483495,,,24223822.91,663.97
2024-05-01,126230056,126000734.0,229322.0,22973789.74,182.0
2024-02-19,127102196,126909191.0,193005.0,63478640.88,499.43
2023-03-05,56615812,,,8443426.39,149.14
2021-01-19,6374252,,,5641803.84,885.09
2021-08-11,27981443,,,17187878.77,614.26
2023-01-01,31638899,,,4601315.3,145.43
2022-05-01,30873902,,,5378956.28,174.22
2021-03-10,13464664,,,10828316.98,804.2
2022-02-20,24836677,,,3845431.59,154.83
2025-11-10,242006032,240974542.0,1031490.0,158867333.36,656.46
2021-08-15,14437291,,,2746297.53,190.22
2024-06-04,158649639,158412583.0,237056.0,72471425.44,456.8
2025-08-05,223323559,222567489.0,756070.0,123244062.11,551.86
2024-09-19,159592177,159339412.0,252765.0,69477910.83,435.35
2022-07-02,54672641,,,10963686.01,200.53
2023-08-03,110835014,,,48729430.31,439.66
2023-03-11,80424761,,,15232134.58,189.4
2024-10-21,163667165,163235938.0,431227.0,94515849.64,577.49
2025-07-02,197137911,196281497.0,856414.0,89962341.73,456.34
2021-01-18,6271988,,,6233589.2,993.88
2021-08-16,27555285,,,22807555.28,827.7
2025-09-12,215457136,215077643.0,379493.0,101458374.87,470.9
2025-11-17,207750807,207166794.0,584013.0,129700242.12,624.31
2025-03-21,200262041,199962738.0,299303.0,89867688.92,448.75
2022-07-26,53520194,,,30823938.17,575.93
2021-11-20,32886351,,,6724689.97,204.48
2022-05-20,62274737,,,35549561.72,570.85
2022-04-17,25651170,,,3659494.08,142.66
2023-02-03,86058974,,,44769174.73,520.22
2024-07-06,183790321,183645268.0,145053.0,31134542.93,169.4
2025-11-09,173692205,173440390.0,251815.0,23324629.44,134.29
2024-03-23,134698244,134637196.0,61048.0,19221210.23,142.7
2025-08-02,211170569,210955289.0,215280.0,33483106.63,158.56
2025-06-20,223024260,221873616.0,1150644.0,131444333.7,589.37
2021-12-07,48808533,,,27966333.47,572.98
2022-09-17,59061107,,,10621506.58,179.84
2023-12-12,141773179,141564642.0,208537.0,61973574.65,437.13
2024-05-28,139976309,139837164.0,139145.0,65386359.13,467.12
2023-02-09,83457646,,,37771322.11,452.58
2024-11-03,122640241,122456634.0,183607.0,15293532.37,124.7
2022-01-18,36802612,,,20661927.26,561.43
2024-09-18,158818407,158228392.0,590015.0,66223216.21,416.97
2023-07-16,67448882,,,8105531.25,120.17
2023-07-17,98447274,,,56303224.55,571.91
2025-09-07,172586584,172416694.0,169890.0,22231901.11,128.82
2025-07-26,189672111,189554192.0,117919.0,26590699.1,140.19
2024-12-27,181830581,181517589.0,312992.0,98273596.65,540.47
2024-02-05,148188928,147828966.0,359962.0,82446892.87,556.36
2023-12-31,93984595,93917225.0,67370.0,11380363.52,121.09
2023-05-15,94577703,,,57879895.76,611.98
2022-12-25,32853500,,,4506867.98,137.18
2023-04-16,56880200,,,7259807.44,127.63
2025-12-17,227542293,226759650.0,782643.0,118785186.0,522.04
2021-11-22,36693723,,,24248466.17,660.83
2021-06-08,26824445,,,16395215.15,611.2
2025-10-08,229880723,229329292.0,551431.0,109848182.48,477.85
2023-09-29,133535554,,,74495129.25,557.87
2022-07-29,70832961,,,43063494.16,607.96
2024-06-16,113346940,113284953.0,61987.0,13215101.4,116.59
2022-08-07,41505135,,,6578085.72,158.49
2025-06-24,169266020,169043287.0,222733.0,77527179.58,458.02
2022-07-14,55039752,,,28425868.15,516.46
2023-04-10,105667115,,,69849966.72,661.04
2021-12-25,14906018,,,2735837.28,183.54
2022-02-17,42089417,,,21393442.86,508.29
2024-09-14,162330219,162237621.0,92598.0,23391827.26,144.1
2025-04-26,181844561,181742743.0,101818.0,26023553.59,143.11
2024-05-30,124519884,124403025.0,116859.0,21765744.89,174.8
2025-06-23,183417167,183101913.0,315254.0,102950034.21,561.29
2023-05-14,58244317,,,7145275.47,122.68
2023-07-22,96434795,,,14506473.52,150.43
2024-07-08,168885442,168607232.0,278210.0,88533580.43,524.22
2021-12-24,37760232,,,14182311.24,375.59
2025-05-22,181236125,180980105.0,256020.0,79395807.03,438.08
2021-04-26,14572586,,,13396639.04,919.3
2023-10-28,112851287,,,17198281.98,152.4
2023-07-02,66809532,,,9012893.48,134.9
2024-04-01,149750015,149345803.0,404212.0,94928231.19,633.91
2022-08-14,35592763,,,4887534.82,137.32
2023-10-02,123229647,,,72835828.86,591.06
2020-12-05,2640884,,,1042062.0,394.59
2025-03-20,204448148,203454979.0,993169.0,116603924.78,570.33
2021-05-05,20247886,,,15288287.04,755.06
2023-10-10,134536095,,,69450816.01,516.22
2024-05-27,136006176,135827587.0,178589.0,71656744.62,526.86
2021-03-28,4830093,,,1097370.92,227.19
2025-10-05,171325416,170979580.0,345836.0,22725342.52,132.64
2023-01-02,66785488,,,43578076.83,652.51
2020-11-05,16669,,,2685.84,161.13
2025-12-14,171722934,171322388.0,400546.0,22054233.71,128.43
2023-01-25,72449677,,,33909938.23,468.05
2023-11-06,135182602,134922238.0,260364.0,82170420.65,607.85
2025-09-28,144736824,144606321.0,130503.0,16245262.97,112.24
2025-09-29,184773212,184210592.0,562620.0,117381334.46,635.27
2023-07-20,111026917,,,53029296.74,477.63
2023-09-07,102665458,,,18798870.35,183.11
2023-12-30,131879942,131781138.0,98804.0,20412813.09,154.78
2022-06-22,55592067,,,28135104.87,506.1
2021-07-13,25692651,,,15527073.47,604.34
2022-06-03,66017788,,,35948855.82,544.53
2025-08-28,192263016,191792153.0,470863.0,93138935.34,484.44
2022-01-12,37875536,,,21325178.9,563.03
2023-09-22,121174722,,,48424249.7,399.62
2020-12-13,1827014,,,547498.84,299.67
2021-09-16,29115784,,,17988658.98,617.83
2022-10-15,62680879,,,12036295.99,192.03
2022-07-25,52591382,,,31964738.89,607.79
2021-07-19,23219250,,,16843797.31,725.42
2022-10-14,76968234,,,40086771.9,520.82
2021-08-18,25061512,,,15406606.67,614.75
2021-12-26,18578102,,,3090814.56,166.37
2023-09-28,106490750,,,47431595.26,445.41
2021-09-17,31723593,,,19117262.21,602.62
2023-10-25,114956585,,,53156360.77,462.4
2021-01-20,7523531,,,6908177.56,918.21
2025-05-20,205182823,204260885.0,921938.0,116748316.6,569.0
2023-11-09,136903781,136728910.0,174871.0,57583869.85,420.62
2023-05-11,94384770,,,41089144.46,435.34
2024-07-18,148468482,148266094.0,202388.0,65552967.1,441.53
2021-04-04,5706667,,,1398379.61,245.04
2023-07-19,96464512,,,41501922.13,430.23
2023-03-07,102523520,,,50353444.53,491.14
2022-12-20,104082891,,,60309342.58,579.44
2024-08-11,115075594,114995669.0,79925.0,14166308.82,123.1
2021-06-17,20392133,,,12534104.69,614.65
2022-08-28,34871507,,,4417766.62,126.69
2021-01-30,5181591,,,1685627.51,325.31
2022-10-09,45753063,,,7081410.97,154.77
2026-01-01,131521508,130903540.0,617968.0,18688602.87,142.1
2025-12-21,194572808,194079159.0,493649.0,25855181.68,132.88
2022-11-11,82702715,,,41380186.64,500.35
2024-02-22,130581791,130441704.0,140087.0,50678248.83,388.1
2025-02-15,183974118,183756252.0,217866.0,28295319.76,153.8
2022-09-30,83434109,,,49459526.66,592.8
2021-06-09,24444552,,,14986128.38,613.07
2023-12-03,99222325,99141543.0,80782.0,12320511.48,124.17
2023-06-16,102279676,,,46297616.26,452.66
2021-03-31,14662738,,,12545432.2,855.6
2025-06-22,141238323,141162587.0,75736.0,15998238.16,113.27
2024-11-25,164171484,163818907.0,352577.0,101026755.62,615.37
2022-08-02,62316149,,,33052543.83,530.4
2023-06-14,90475999,,,40934688.1,452.44
2024-02-26,124834558,124650382.0,184176.0,65317617.15,523.23
2025-08-27,190420162,189482650.0,937512.0,88151760.38,462.93
2022-09-08,77480746,,,40672563.76,524.94
2024-02-18,93226833,93179529.0,47304.0,10493802.7,112.56
2025-07-24,182278472,181954186.0,324286.0,80257494.55,440.3
2023-01-10,83932754,,,47790860.62,569.39
2022-05-19,48678600,,,24729227.49,508.01
2021-02-24,8775564,,,7043316.22,802.61
2021-09-20,32761418,,,24455083.09,746.46
2021-03-27,7836423,,,2137868.73,272.81
2025-12-18,232591256,231828211.0,763045.0,125638096.49,540.17
2023-02-06,96624970,,,57226678.29,592.26
2022-06-27,50602618,,,33221775.32,656.52
2024-04-03,144555491,144043010.0,512481.0,63694405.63,440.62
2025-07-01,211863041,211241601.0,621440.0,115909162.68,547.09
2025-02-10,200726333,200021521.0,704812.0,122778087.99,611.67
2024-04-26,152915366,152745190.0,170176.0,64591692.78,422.4
2023-02-04,80574247,,,15674494.13,194.53
2024-05-29,157863958,157226440.0,637518.0,81918429.09,518.92
2024-01-16,123820291,123684890.0,135401.0,55530419.61,448.48
2023-04-07,71038974,,,15076827.79,212.23
2025-07-27,138086394,138002116.0,84278.0,15077132.71,109.19
2024-11-17,116184203,116074391.0,109812.0,13330198.0,114.73
2024-03-05,158295745,157914469.0,381276.0,79175601.82,500.18
2022-04-18,48535765,,,37275827.44,768.01
2023-07-18,94993401,,,42736432.83,449.89
2024-01-19,145036747,144788631.0,248116.0,63470010.63,437.61
2023-10-03,119541463,,,54045897.03,452.11
2025-05-17,188934309,188813475.0,120834.0,27839913.67,147.35
2022-09-07,54708931,,,11791554.29,215.53
2024-10-22,161027052,160854742.0,172310.0,70280312.61,436.45
2020-12-06,1726674,,,595987.8,345.17
2023-12-10,102029113,101878840.0,150273.0,14437563.32,141.5
2021-03-29,10731951,,,9803980.57,913.53
2025-09-04,215018033,214535830.0,482203.0,105035911.72,488.5
2025-04-19,174080945,173985703.0,95242.0,22655582.39,130.14
2024-10-16,161496807,160712798.0,784009.0,73038279.23,452.26
2025-10-31,240319775,239299575.0,1020200.0,130846112.44,544.47
2025-05-21,192934680,192193093.0,741587.0,83134856.47,430.9
2022-09-06,87700317,,,48995437.53,558.67
2022-01-10,46294620,,,32704565.82,706.44
2024-03-21,143213138,143050341.0,162797.0,61434970.15,428.98
2023-01-29,45213021,,,5641789.38,124.78
2023-11-03,131220742,130935235.0,285507.0,62009828.84,472.56
2020-11-04,2629,,,336.37,127.94
2022-09-05,73396711,,,48802926.37,664.92
2024-02-20,146307905,145946169.0,361736.0,73147448.79,499.96
2022-04-16,39135655,,,6513227.82,166.43
2023-06-18,60671219,,,7106448.45,117.13
2021-07-10,21539922,,,5101579.16,236.84
2022-07-04,59032175,,,38086814.65,645.19
2025-07-25,201504775,200986407.0,518368.0,107069722.97,531.35
2025-05-18,139109746,139030270.0,79476.0,15743410.36,113.17
2024-09-12,161725690,161518723.0,206967.0,66818288.08,413.16
2023-11-26,84828996,84789258.0,39738.0,9448066.33,111.38
2022-12-15,88284730,,,48236777.32,546.38
2025-04-16,200234072,199458119.0,775953.0,92620087.79,462.56
2020-11-29,1264607,,,437297.85,345.8
2021-01-17,2477355,,,691626.36,279.18
2024-06-03,160183964,159819472.0,364492.0,90989673.29,568.03
2021-05-30,10505461,,,2131624.04,202.91
2022-08-27,54206723,,,9419850.03,173.78
2024-10-15,169963922,169479223.0,484699.0,94737011.92,557.39
